,0
"2 or more chronic conditions among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",6.749479582351908e-05
"Mammography use among women aged 50-74 years, Asian, non-Hispanic, Crude Prevalence",6.775355248906035e-05
"All teeth lost among adults aged 65 years and older, Asian, non-Hispanic, Crude Prevalence",6.966366796502934e-05
"Current smokeless tobacco use among high school students, Overall, Crude Prevalence",6.973128339084595e-05
"Quit attempts in the past year among adult current smokers, Age 45-64, Crude Prevalence",6.988216273111617e-05
"Received health care provider counseling for physical activity among adults with arthritis, Black, non-Hispanic, Age-adjusted Prevalence",7.168443734313354e-05
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, Hispanic, Age-adjusted Prevalence",7.325905353216703e-05
"Binge drinking frequency among adults who binge drink, Hawaiian or Pacific Islander, non-Hispanic, Crude Median",7.335838984754793e-05
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Black, non-Hispanic, Age-adjusted Prevalence",7.528752381328443e-05
"Six or more teeth lost among adults aged 65 years and older, Black, non-Hispanic, Crude Prevalence",7.601193609465553e-05
"Coronary heart disease mortality among all people, underlying cause, Asian, non-Hispanic, Crude Rate",7.826029610135138e-05
"All teeth lost among adults aged 65 years and older, Asian, non-Hispanic, Age-adjusted Prevalence",7.84791260615892e-05
"Mammography use among women aged 50-74 years, Overall, Crude Prevalence",7.865858259593661e-05
"Quit attempts in the past year among adult current smokers, Hispanic, Crude Prevalence",7.96069473905781e-05
"Six or more teeth lost among adults aged 65 years and older, Asian, non-Hispanic, Crude Prevalence",7.966867953774497e-05
"Quit attempts in the past year among adult current smokers, Overall, Age-adjusted Prevalence",8.488644790613441e-05
"Visited dentist or dental clinic in the past year among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",8.682509466641384e-05
"Six or more teeth lost among adults aged 65 years and older, Hispanic, Crude Prevalence",8.694585153748686e-05
"Mammography use among women aged 50-74 years, Overall, Age-adjusted Prevalence",8.906617318459776e-05
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Black, non-Hispanic, Age-adjusted Rate",9.108500941237115e-05
"Depression among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",9.476423411214566e-05
"Consumed vegetables less than one time daily among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",9.613868568534277e-05
"Asthma mortality among all people, underlying cause, Age 0-44, Crude Rate",9.804334440086195e-05
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Hispanic, Crude Rate",0.00010183125194344638
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, Age 10-13, Crude Prevalence",0.00010232058746263859
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, Hispanic, Crude Prevalence",0.00010350624484597486
"Cervical cancer screening among women aged 21-65 years, White, non-Hispanic, Crude Prevalence",0.0001038041088867341
"Six or more teeth lost among adults aged 65 years and older, Asian, non-Hispanic, Age-adjusted Prevalence",0.00010421347905146705
"Frequent mental distress among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00010559620096998147
"Obesity among WIC children aged 2 to 4 years, Male, Crude Prevalence",0.00010701022776078793
"Received health care provider counseling for physical activity among adults with arthritis, Hispanic, Crude Prevalence",0.0001077773198555148
"Current tobacco use of any tobacco product among high school students, Multiracial, non-Hispanic, Crude Prevalence",0.00010859700564185297
"Living below 150% of the poverty threshold among all people, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00010898658281644688
"Binge drinking intensity among adults who binge drink, Multiracial, non-Hispanic, Crude Median",0.00010973713405944766
"Short sleep duration among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.00011549458300808945
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Asian, non-Hispanic, Crude Prevalence",0.00011582774057340886
"Pneumococcal vaccination among adults aged 65 years and older, White, non-Hispanic, Crude Prevalence",0.00011817051979256071
"Asthma mortality among all people, underlying cause, Asian, non-Hispanic, Age-adjusted Rate",0.00011820791205364413
"Cervical cancer screening among women aged 21-65 years, White, non-Hispanic, Age-adjusted Prevalence",0.00012710233190875572
"Received health care provider counseling for physical activity among adults with arthritis, Overall, Age-adjusted Prevalence",0.00012733219819525504
"Short sleep duration among children aged 4 months to 14 years, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0001283089526409472
"High blood pressure among adults, Asian, non-Hispanic, Crude Prevalence",0.00013057563167107652
"Six or more teeth lost among adults aged 65 years and older, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.00013183395446362915
"Six or more teeth lost among adults aged 65 years and older, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00013260862803593016
"Mammography use among women aged 50-74 years, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.00013402191145756262
"Received health care provider counseling for physical activity among adults with arthritis, Age 45-64, Crude Prevalence",0.00013649544124762653
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, Asian, non-Hispanic, Crude Prevalence",0.00013671457673121353
"2 or more chronic conditions among adults, Asian, non-Hispanic, Age-adjusted Prevalence",0.00013734892399992386
"Lack of health insurance among adults aged 18-64 years, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.00013883038779566133
"Current tobacco use of any tobacco product among high school students, Female, Crude Prevalence",0.0001392268451607734
"Obesity among WIC children aged 2 to 4 years, Overall, Crude Prevalence",0.00013979727855428775
"Short sleep duration among adults, Multiracial, non-Hispanic, Crude Prevalence",0.0001406530969233469
"Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.0001419658275217051
"Current smoking among adults with chronic obstructive pulmonary disease, Hispanic, Crude Prevalence",0.00014383331314242156
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Overall, Crude Prevalence",0.00014660699354989527
"Average mentally unhealthy days among adults, Multiracial, non-Hispanic, Crude Mean",0.00014741260641829633
"Binge drinking frequency among adults who binge drink, Black, non-Hispanic, Crude 75th percentile",0.00014907517926109678
"Health insurance coverage after pregnancy among women with a recent live birth, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.00014969797759649737
"Influenza vaccination among adults 18–64 who are at increased risk, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00015515641948959176
"Average mentally unhealthy days among adults, Multiracial, non-Hispanic, Age-adjusted Mean",0.000157073758582358
"Consumed vegetables less than one time daily among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0001571503385402701
"All teeth lost among adults aged 65 years and older, Black, non-Hispanic, Age-adjusted Prevalence",0.00015838127823788675
"All teeth lost among adults aged 65 years and older, Multiracial, non-Hispanic, Crude Prevalence",0.00016001502141103032
"Quit attempts in the past year among adult current smokers, Asian, non-Hispanic, Crude Prevalence",0.00016219705533577656
"Current smokeless tobacco use among high school students, Asian, non-Hispanic, Crude Prevalence",0.00016246285958991955
"Chronic liver disease mortality among all people, underlying cause, Black, non-Hispanic, Crude Rate",0.00016857817056835768
"Diseases of the heart mortality among all people, underlying cause, Asian, non-Hispanic, Crude Rate",0.00017113097873089388
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Rate",0.00017132441175628422
"Obesity among WIC children aged 2 to 4 years, Female, Crude Prevalence",0.0001784153290203748
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Multiracial, non-Hispanic, Age-adjusted Rate",0.0001788215924239443
"Health insurance coverage in the month before pregnancy among women with a recent live birth, Black, non-Hispanic, Crude Prevalence",0.0001798759092195089
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Multiracial, non-Hispanic, Crude Rate",0.00018076753450472778
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Multiracial, non-Hispanic, Number",0.00018212893834105608
"Quit attempts in the past year among adult current smokers, Male, Age-adjusted Prevalence",0.00018462484690396058
"Influenza vaccination among adults 18–64 who are at increased risk, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.00018579675819591
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Overall, Age-adjusted Prevalence",0.00018616804967957438
"All teeth lost among adults aged 65 years and older, Black, non-Hispanic, Crude Prevalence",0.00018677730377371094
"Consumed vegetables less than one time daily among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00018960896345392465
"Received health care provider counseling for physical activity among adults with arthritis, Asian, non-Hispanic, Crude Prevalence",0.0001913480889196661
"Chronic liver disease mortality among all people, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Rate",0.00019150683955632185
"Chronic liver disease mortality among all people, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Crude Rate",0.00019189222328230208
"Chronic liver disease mortality among all people, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Number",0.00019233979608070204
"Met aerobic physical activity guideline among high school students, Overall, Crude Prevalence",0.0001925525383467924
"Activity limitation due to arthritis among adults with arthritis, Hispanic, Crude Prevalence",0.00019651530483194698
"Met aerobic physical activity guideline among high school students, Female, Crude Prevalence",0.0001996462628527442
"Influenza vaccination among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0002026759565281133
"Arthritis among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00020532760549852683
"Routine checkup within the past year among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.000206782525538603
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, American Indian or Alaska Native, non-Hispanic, Age-adjusted Rate",0.00020712360627708634
"Binge drinking intensity among adults who binge drink, Age >=65, Crude Median",0.00020839992404880864
"Current cigarette smoking among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.00021656206310333265
"Frequent physical distress among adults, Black, non-Hispanic, Age-adjusted Prevalence",0.000216874744874999
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, Hawaiian or Pacific Islander, non-Hispanic, Crude Rate",0.0002188426213756889
"Routine checkup within the past year among adults, Hispanic, Age-adjusted Prevalence",0.00021901831184614298
"Mammography use among women aged 50-74 years, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.00021945955622887261
"Obesity among high school students, Asian, non-Hispanic, Crude Prevalence",0.00022209310082218256
"Received health care provider counseling for physical activity among adults with arthritis, Male, Crude Prevalence",0.00022256660144791504
"Influenza vaccination among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.000224109960837737
"Subjective cognitive decline among adults aged 45 years and older, Asian, non-Hispanic, Age-adjusted Prevalence",0.00022578438149044563
"Taking medicine to control high blood pressure among adults with high blood pressure, Asian, non-Hispanic, Crude Prevalence",0.00022905675655202044
"Current asthma among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.00023186621578858725
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, White, non-Hispanic, Age-adjusted Prevalence",0.00023220379146271237
"Consumed fruit less than one time daily among adults, Hispanic, Age-adjusted Prevalence",0.00023265800377638644
"Current asthma among adults, Multiracial, non-Hispanic, Crude Prevalence",0.0002330076506920911
"Mammography use among women aged 50-74 years, Black, non-Hispanic, Age-adjusted Prevalence",0.00023422852026763142
"Met aerobic physical activity guideline among high school students, Male, Crude Prevalence",0.00024158615640903832
"Current smoking among adults with chronic obstructive pulmonary disease, Male, Age-adjusted Prevalence",0.00024215564504933881
"Frequent mental distress among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0002435105494265282
"Short sleep duration among children aged 4 months to 14 years, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00024518355429882125
"Coronary heart disease mortality among all people, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Crude Rate",0.0002479212167205411
"Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0002496739207102399
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Black, non-Hispanic, Crude Rate",0.0002501877066480645
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Black, non-Hispanic, Age-adjusted Rate",0.00025196142279570555
"Consumed fruit less than one time daily among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.00025268425175029724
"Binge drinking prevalence among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0002535529469177293
"Health insurance coverage after pregnancy among women with a recent live birth, Black, non-Hispanic, Crude Prevalence",0.00025877318521657814
"Obesity among high school students, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0002596848309133722
"Current smokeless tobacco use among high school students, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0002603476017963902
"2 or more chronic conditions among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00026054120906491434
"Short sleep duration among adults, Age >=65, Crude Prevalence",0.0002609001358817722
"Alcohol use among high school students, Grade 9, Crude Prevalence",0.0002626449280468895
"Met aerobic physical activity guideline among high school students, White, non-Hispanic, Crude Prevalence",0.00026371339603303287
"Adults with any disability, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0002648796427352939
"Chronic liver disease mortality among all people, underlying cause, Male, Age-adjusted Rate",0.0002674442849374971
"Lack of health insurance among adults aged 18-64 years, Overall, Crude Prevalence",0.00026768382507861736
"High cholesterol among adults who have been screened, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.000268841871357785
"Cervical cancer screening among women aged 21-65 years, Hispanic, Age-adjusted Prevalence",0.0002690596729046259
"Frequent physical distress among adults, Hispanic, Crude Prevalence",0.0002717054064049084
"Cervical cancer screening among women aged 21-65 years, Hispanic, Crude Prevalence",0.0002719463378514535
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Hispanic, Age-adjusted Rate",0.0002719632490095224
"Taking medicine for high cholesterol among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.00027370510934895015
"Current cigarette smoking among adults, Multiracial, non-Hispanic, Crude Prevalence",0.00027444722638944293
"Short sleep duration among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.000276689823673012
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, American Indian or Alaska Native, non-Hispanic, Crude Rate",0.00027869965496120233
"No leisure-time physical activity among adults, Hispanic, Crude Prevalence",0.0002808567047630327
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Age 18-44, Crude Prevalence",0.0002821656905959645
Year,0.0002833246216078198
"Health insurance coverage in the month before pregnancy among women with a recent live birth, Multiracial, non-Hispanic, Crude Prevalence",0.00028699238071566046
"Diabetes mortality among all people, underlying or contributing cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",0.0002894003868332434
"Current smokeless tobacco use among high school students, Grade 12, Crude Prevalence",0.00029316665214828587
"Chronic liver disease mortality among all people, underlying cause, Overall, Crude Rate",0.00029763091612354547
"Six or more teeth lost among adults aged 65 years and older, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.0003061403605184888
"Activity limitation due to arthritis among adults with arthritis, Hispanic, Age-adjusted Prevalence",0.00030859189543090617
"Current smoking among adults with chronic obstructive pulmonary disease, Overall, Age-adjusted Prevalence",0.0003105237552099684
"Obesity among WIC children aged 2 to 4 years, Black, non-Hispanic, Crude Prevalence",0.000311333978789445
"Diseases of the heart mortality among all people, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Rate",0.00031157685169503507
"Short sleep duration among adults, Hispanic, Crude Prevalence",0.00031166161990160577
"Diabetes among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.0003119766568043359
"Influenza vaccination among adults, Asian, non-Hispanic, Crude Prevalence",0.0003125410187842021
"Lack of health insurance among adults aged 18-64 years, Overall, Age-adjusted Prevalence",0.000314069242406735
"All teeth lost among adults aged 65 years and older, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.00031414392462252033
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.00031456116739927303
"Depression among adults, Asian, non-Hispanic, Crude Prevalence",0.0003193483337055262
"Cervical cancer screening among women aged 21-65 years, Black, non-Hispanic, Age-adjusted Prevalence",0.0003206483486775308
"Met aerobic physical activity guideline for substantial health benefits, adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0003255281392843015
"Short sleep duration among adults, Hispanic, Age-adjusted Prevalence",0.0003258295976690045
"Taking medicine to control high blood pressure among adults with high blood pressure, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00033039143001602813
"Current asthma among adults, Overall, Age-adjusted Prevalence",0.00033412015590292
"Short sleep duration among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0003354311365845884
"Lack of health insurance among adults aged 18-64 years, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0003359520664567915
"Six or more teeth lost among adults aged 65 years and older, Multiracial, non-Hispanic, Crude Prevalence",0.0003362413314353739
"Recent activity limitation among adults, Asian, non-Hispanic, Age-adjusted Mean",0.0003390070971430276
"Frequent mental distress among adults, Hispanic, Age-adjusted Prevalence",0.0003400156900706787
"Quit attempts in the past year among adult current smokers, Multiracial, non-Hispanic, Crude Prevalence",0.00034047890393561317
"Severe joint pain among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00034205347917924477
"Quit attempts in the past year among adult current smokers, Asian, non-Hispanic, Age-adjusted Prevalence",0.0003423659461718403
"Quit attempts in the past year among adult current smokers, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.000342729763972421
"Frequent mental distress among adults, Asian, non-Hispanic, Crude Prevalence",0.00034304941202605276
"Pneumococcal vaccination among adults aged 65 years and older, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.00034392999388185223
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Hispanic, Crude Rate",0.000344702499161594
"Short sleep duration among children aged 4 months to 14 years, Multiracial, non-Hispanic, Crude Prevalence",0.00034895770702631824
"Current asthma among adults, Overall, Crude Prevalence",0.00034898179423380107
"Current smokeless tobacco use among high school students, Grade 9, Crude Prevalence",0.00035184191019825746
"Pneumococcal vaccination among adults aged 65 years and older, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0003529314622343512
"Recent activity limitation among adults, Asian, non-Hispanic, Crude Mean",0.00035336964439497176
"High cholesterol among adults who have been screened, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00035375463802553753
"Taking medicine for high cholesterol among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00035528907403287283
"Colorectal cancer screening among adults aged 45-75 years, Black, non-Hispanic, Age-adjusted Prevalence",0.00035570741794214755
"Hospitalization for chronic obstructive pulmonary disease as any diagnosis, Medicare-beneficiaries aged 65 years and older, Hispanic, Age-adjusted Rate",0.00035640733705038873
"Gestational diabetes among women with a recent live birth, Overall, Crude Prevalence",0.0003590974610357739
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.00035986631444461816
"Depression among adults, Multiracial, non-Hispanic, Crude Prevalence",0.0003601999462885854
"Current electronic vapor product use among high school students, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.00036521581826637
"Depression among adults, Hispanic, Age-adjusted Prevalence",0.00036690121068967945
"Average recent physically unhealthy days among adults, Hispanic, Age-adjusted Mean",0.00036926057404744613
"Colorectal cancer screening among adults aged 45-75 years, Black, non-Hispanic, Crude Prevalence",0.00037161116749787445
"Health insurance coverage after pregnancy among women with a recent live birth, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00037167867254917967
"Mammography use among women aged 50-74 years, Black, non-Hispanic, Crude Prevalence",0.00037226528032581317
"Chronic obstructive pulmonary disease among adults, Asian, non-Hispanic, Crude Prevalence",0.00037363804761533233
"Average mentally unhealthy days among adults, Hispanic, Age-adjusted Mean",0.00037475652676794135
"Adults with any disability, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00037519783285753307
"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Hispanic, Crude Rate",0.0003781194762217812
"Met aerobic physical activity guideline for substantial health benefits, adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00037950996399400673
"Frequent mental distress among adults, Asian, non-Hispanic, Age-adjusted Prevalence",0.0003879671418326127
"Severe joint pain among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.000392150259029099
"Current smokeless tobacco use among high school students, Hispanic, Crude Prevalence",0.00039305279624129037
"Depression among adults, Black, non-Hispanic, Crude Prevalence",0.00039501659104509436
"Current cigarette smoking among adults, Hispanic, Age-adjusted Prevalence",0.00039529159019238827
"Cervical cancer screening among women aged 21-65 years, Black, non-Hispanic, Crude Prevalence",0.0003974753690974489
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, White, non-Hispanic, Age-adjusted Prevalence",0.0003989537680132394
"Alcohol use among high school students, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0003991353039582127
"Current asthma among adults, Female, Age-adjusted Prevalence",0.00040004035860258057
"High cholesterol among adults who have been screened, Asian, non-Hispanic, Age-adjusted Prevalence",0.0004005791019652807
"Alcohol use among high school students, White, non-Hispanic, Crude Prevalence",0.0004037570994568425
"Work limitation due to arthritis among adults aged 18-64 years with arthritis, Asian, non-Hispanic, Age-adjusted Prevalence",0.0004040348682992657
"Diabetes mortality among all people, underlying or contributing cause, Black, non-Hispanic, Age-adjusted Rate",0.0004049447936857957
"Frequent physical distress among adults, Hispanic, Age-adjusted Prevalence",0.0004107234724759829
"High blood pressure among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0004128469630664399
"Current cigarette smoking among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.000415231202456733
"Physical inactivity among adults with arthritis, Age 18-44, Crude Prevalence",0.0004173662464191237
"Binge drinking intensity among adults who binge drink, Male, Crude Median",0.0004178311074680972
"Provided care for a friend or family member in the past month among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0004199091070962546
"Postpartum checkup among women with a recent live birth, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0004201307454777063
"Diseases of the heart mortality among all people, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Crude Rate",0.00042166451246140906
"Physical inactivity among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",0.00042229797589809245
"Binge drinking intensity among adults who binge drink, Age >=65, Crude 75th percentile",0.0004224299575148814
"Severe joint pain among adults with arthritis, Asian, non-Hispanic, Crude Prevalence",0.00042335447204829154
"Taking medicine for high cholesterol among adults, Asian, non-Hispanic, Age-adjusted Prevalence",0.000426321442027208
"Recent activity limitation among adults, Black, non-Hispanic, Crude Mean",0.00043089295862606654
"Taking medicine to control high blood pressure among adults with high blood pressure, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0004322321739646423
"Current asthma among adults, Female, Crude Prevalence",0.00043260913018706884
"Frequent mental distress among adults, Hispanic, Crude Prevalence",0.0004362773599928388
"Cervical cancer screening among women aged 21-65 years, Overall, Age-adjusted Prevalence",0.0004399185461823107
"Short sleep duration among high school students, Asian, non-Hispanic, Crude Prevalence",0.00044188313839197037
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, Age 45-64, Crude Prevalence",0.00044334307766832236
"Chronic obstructive pulmonary disease among adults, Hispanic, Age-adjusted Prevalence",0.0004477177089612854
"Pneumococcal vaccination among adults aged 65 years and older, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.0004489935452533938
"Current cigarette smoking among adults, Hispanic, Crude Prevalence",0.00045037032936438897
"Binge drinking frequency among adults who binge drink, Hispanic, Crude Median",0.00045130738874414605
"2 or more chronic conditions among adults, Hispanic, Crude Prevalence",0.00045338242902270474
"Physical inactivity among adults with arthritis, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Prevalence",0.0004546620303459057
"Cervical cancer screening among women aged 21-65 years, Overall, Crude Prevalence",0.0004553263455671646
"Binge drinking prevalence among high school students, White, non-Hispanic, Crude Prevalence",0.0004558820719529513
"Current asthma among adults, Hispanic, Age-adjusted Prevalence",0.0004584668675470179
"Frequent physical distress among adults, Black, non-Hispanic, Crude Prevalence",0.0004636089798519127
"Arthritis among adults, Hispanic, Age-adjusted Prevalence",0.00046430805166429836
"Physical inactivity among adults with arthritis, Male, Age-adjusted Prevalence",0.00046566360551615144
"Frequent mental distress among adults, Black, non-Hispanic, Crude Prevalence",0.000466891182507117
"Depression among adults, Multiracial, non-Hispanic, Age-adjusted Prevalence",0.000467086672425363
"Preventive dental care in the 12 months before pregnancy among women with a recent live birth, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0004688954983912281
"Quit attempts in the past year among adult current smokers, Black, non-Hispanic, Age-adjusted Prevalence",0.00047012643526600983
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, Age >=65, Crude Prevalence",0.0004735017261334996
"Diabetes among adults, Hispanic, Crude Prevalence",0.0004740334715569257
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, Female, Age-adjusted Prevalence",0.00047862433549610136
"Met aerobic physical activity guideline for substantial health benefits, adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.00047968366153214347
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, Male, Crude Prevalence",0.00048107915613863054
"Severe joint pain among adults with arthritis, Asian, non-Hispanic, Age-adjusted Prevalence",0.0004842560423623078
"Current asthma among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.00048496892831159736
"Average recent physically unhealthy days among adults, Age 18-44, Crude Mean",0.00048564127776140517
"Depression among adults, Hispanic, Crude Prevalence",0.0004932008997494727
"Gestational diabetes among women with a recent live birth, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",0.0004935260444816549
"Lack of health insurance among adults aged 18-64 years, Age 18-44, Crude Prevalence",0.0004936607902140604
"Unemployment rate among people 16 years and older in the labor force, Black, non-Hispanic, Crude Prevalence",0.0004936746544696403
"Current smoking among adults with chronic obstructive pulmonary disease, Female, Age-adjusted Prevalence",0.0004940535250792393
"Taking medicine for high cholesterol among adults, Asian, non-Hispanic, Crude Prevalence",0.0004947227494989364
"Provided care for someone with dementia or other cognitive impairment in the past month among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",0.0004974607181469728
"Influenza vaccination among adults, Asian, non-Hispanic, Age-adjusted Prevalence",0.0004996672251563751
"High cholesterol among adults who have been screened, Asian, non-Hispanic, Crude Prevalence",0.000501996752691295
"Unemployment rate among people 16 years and older in the labor force, Asian, non-Hispanic, Crude Prevalence",0.0005031165771952772
"Met aerobic physical activity guideline among high school students, Asian, non-Hispanic, Crude Prevalence",0.0005097795455195022
"Discussed symptoms of subjective cognitive decline with a health care professional among adults aged 45 years and older with subjective cognitive decline, Male, Age-adjusted Prevalence",0.0005102251168661839
"Recent activity limitation among adults, Black, non-Hispanic, Age-adjusted Mean",0.0005126207263607987
